indicator,indicator_type,meta.source,meta.do_notice,meta.desc
193.29.56.122,Intel::ADDR,ABUSE-CH,F,THREATFOX
139.0.15.189,Intel::ADDR,ABUSE-CH,F,THREATFOX
103.108.41.90,Intel::ADDR,ABUSE-CH,F,THREATFOX
74.208.147.186,Intel::ADDR,ABUSE-CH,F,THREATFOX
56.124.107.223,Intel::ADDR,ABUSE-CH,F,THREATFOX
164.132.50.235,Intel::ADDR,ABUSE-CH,F,THREATFOX
120.136.24.164,Intel::ADDR,ABUSE-CH,F,THREATFOX
35.178.212.17,Intel::ADDR,ABUSE-CH,F,THREATFOX
88.119.170.212,Intel::ADDR,ABUSE-CH,F,THREATFOX
16.51.71.229,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.28.40.246,Intel::ADDR,ABUSE-CH,F,THREATFOX
196.65.229.229,Intel::ADDR,ABUSE-CH,F,THREATFOX
103.234.16.100,Intel::ADDR,ABUSE-CH,F,THREATFOX
38.55.193.188,Intel::ADDR,ABUSE-CH,F,THREATFOX
34.209.235.199,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.237.80.82,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.61.100.218,Intel::ADDR,ABUSE-CH,F,THREATFOX
16.62.127.159,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.28.40.246,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.28.40.246,Intel::ADDR,ABUSE-CH,F,THREATFOX
16.62.123.244,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.254.250.211,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.29.33.224,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.169.112.188,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.189.154.103,Intel::ADDR,ABUSE-CH,F,THREATFOX
16.52.156.192,Intel::ADDR,ABUSE-CH,F,THREATFOX
35.154.156.134,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.28.74.199,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.78.10.229,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.144.13.208,Intel::ADDR,ABUSE-CH,F,THREATFOX
157.175.48.43,Intel::ADDR,ABUSE-CH,F,THREATFOX
43.218.94.80,Intel::ADDR,ABUSE-CH,F,THREATFOX
15.168.12.45,Intel::ADDR,ABUSE-CH,F,THREATFOX
16.52.156.192,Intel::ADDR,ABUSE-CH,F,THREATFOX
74.208.147.234,Intel::ADDR,ABUSE-CH,F,THREATFOX
196.75.170.229,Intel::ADDR,ABUSE-CH,F,THREATFOX
15.223.1.244,Intel::ADDR,ABUSE-CH,F,THREATFOX
43.218.94.80,Intel::ADDR,ABUSE-CH,F,THREATFOX
51.44.212.121,Intel::ADDR,ABUSE-CH,F,THREATFOX
35.183.111.125,Intel::ADDR,ABUSE-CH,F,THREATFOX
35.183.111.125,Intel::ADDR,ABUSE-CH,F,THREATFOX
51.48.106.57,Intel::ADDR,ABUSE-CH,F,THREATFOX
52.53.129.154,Intel::ADDR,ABUSE-CH,F,THREATFOX
16.51.158.158,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.151.3.42,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.151.3.42,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.61.44.249,Intel::ADDR,ABUSE-CH,F,THREATFOX
51.44.212.121,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.61.44.249,Intel::ADDR,ABUSE-CH,F,THREATFOX
34.255.194.74,Intel::ADDR,ABUSE-CH,F,THREATFOX
16.78.105.132,Intel::ADDR,ABUSE-CH,F,THREATFOX
34.255.194.74,Intel::ADDR,ABUSE-CH,F,THREATFOX
104.237.240.112,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.252.248.29,Intel::ADDR,ABUSE-CH,F,THREATFOX
188.214.128.130,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.185.238.13,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.185.238.13,Intel::ADDR,ABUSE-CH,F,THREATFOX
5.182.37.123,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.91.236.46,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.252.248.29,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.25.128.57,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.25.128.57,Intel::ADDR,ABUSE-CH,F,THREATFOX
52.196.214.45,Intel::ADDR,ABUSE-CH,F,THREATFOX
13.38.73.200,Intel::ADDR,ABUSE-CH,F,THREATFOX
13.247.250.199,Intel::ADDR,ABUSE-CH,F,THREATFOX
63.33.214.37,Intel::ADDR,ABUSE-CH,F,THREATFOX
143.198.208.174,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.91.236.46,Intel::ADDR,ABUSE-CH,F,THREATFOX
167.99.210.92,Intel::ADDR,ABUSE-CH,F,THREATFOX
157.175.197.55,Intel::ADDR,ABUSE-CH,F,THREATFOX
13.38.73.200,Intel::ADDR,ABUSE-CH,F,THREATFOX
157.175.185.159,Intel::ADDR,ABUSE-CH,F,THREATFOX
74.208.147.114,Intel::ADDR,ABUSE-CH,F,THREATFOX
196.75.170.42,Intel::ADDR,ABUSE-CH,F,THREATFOX
107.174.231.200,Intel::ADDR,ABUSE-CH,F,THREATFOX
34.211.234.68,Intel::ADDR,ABUSE-CH,F,THREATFOX
16.28.67.140,Intel::ADDR,ABUSE-CH,F,THREATFOX
34.254.156.73,Intel::ADDR,ABUSE-CH,F,THREATFOX
34.254.156.73,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.139.80.177,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.79.188.28,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.130.43.87,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.35.132.249,Intel::ADDR,ABUSE-CH,F,THREATFOX
52.58.255.12,Intel::ADDR,ABUSE-CH,F,THREATFOX
16.51.87.18,Intel::ADDR,ABUSE-CH,F,THREATFOX
52.188.13.228,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.231.174.74,Intel::ADDR,ABUSE-CH,F,THREATFOX
16.78.90.37,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.231.106.9,Intel::ADDR,ABUSE-CH,F,THREATFOX
16.51.175.171,Intel::ADDR,ABUSE-CH,F,THREATFOX
51.96.139.79,Intel::ADDR,ABUSE-CH,F,THREATFOX
89.149.211.111,Intel::ADDR,ABUSE-CH,F,THREATFOX
74.208.147.7,Intel::ADDR,ABUSE-CH,F,THREATFOX
208.85.17.127,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.141.19.243,Intel::ADDR,ABUSE-CH,F,THREATFOX
196.64.107.158,Intel::ADDR,ABUSE-CH,F,THREATFOX
13.231.128.143,Intel::ADDR,ABUSE-CH,F,THREATFOX
108.181.157.69,Intel::ADDR,ABUSE-CH,F,THREATFOX
64.255.203.222,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.70.90.183,Intel::ADDR,ABUSE-CH,F,THREATFOX
45.8.148.165,Intel::ADDR,ABUSE-CH,F,THREATFOX
51.94.27.158,Intel::ADDR,ABUSE-CH,F,THREATFOX
64.39.176.145,Intel::ADDR,ABUSE-CH,F,THREATFOX
15.161.46.1,Intel::ADDR,ABUSE-CH,F,THREATFOX
16.52.127.32,Intel::ADDR,ABUSE-CH,F,THREATFOX
65.0.236.193,Intel::ADDR,ABUSE-CH,F,THREATFOX
51.16.250.2,Intel::ADDR,ABUSE-CH,F,THREATFOX
35.173.230.37,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.180.231.78,Intel::ADDR,ABUSE-CH,F,THREATFOX
2.57.122.72,Intel::ADDR,ABUSE-CH,F,THREATFOX
161.35.177.190,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.6.93.178,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.164.80.83,Intel::ADDR,ABUSE-CH,F,THREATFOX
52.3.8.179,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.236.185.254,Intel::ADDR,ABUSE-CH,F,THREATFOX
75.101.192.26,Intel::ADDR,ABUSE-CH,F,THREATFOX
13.229.181.118,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.95.14.79,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.61.53.192,Intel::ADDR,ABUSE-CH,F,THREATFOX
173.249.34.23,Intel::ADDR,ABUSE-CH,F,THREATFOX
39.108.233.234,Intel::ADDR,ABUSE-CH,F,THREATFOX
74.48.96.109,Intel::ADDR,ABUSE-CH,F,THREATFOX
141.11.208.189,Intel::ADDR,ABUSE-CH,F,THREATFOX
146.235.198.224,Intel::ADDR,ABUSE-CH,F,THREATFOX
139.212.57.167,Intel::ADDR,ABUSE-CH,F,THREATFOX
192.53.116.32,Intel::ADDR,ABUSE-CH,F,THREATFOX
13.61.240.172,Intel::ADDR,ABUSE-CH,F,THREATFOX
141.136.47.174,Intel::ADDR,ABUSE-CH,F,THREATFOX
82.61.94.132,Intel::ADDR,ABUSE-CH,F,THREATFOX
88.122.223.149,Intel::ADDR,ABUSE-CH,F,THREATFOX
178.131.64.193,Intel::ADDR,ABUSE-CH,F,THREATFOX
20.40.59.149,Intel::ADDR,ABUSE-CH,F,THREATFOX
62.114.120.36,Intel::ADDR,ABUSE-CH,F,THREATFOX
104.168.4.162,Intel::ADDR,ABUSE-CH,F,THREATFOX
147.185.221.31,Intel::ADDR,ABUSE-CH,F,THREATFOX
172.94.9.176,Intel::ADDR,ABUSE-CH,F,THREATFOX
156.225.19.114,Intel::ADDR,ABUSE-CH,F,THREATFOX
122.51.124.215,Intel::ADDR,ABUSE-CH,F,THREATFOX
38.55.193.28,Intel::ADDR,ABUSE-CH,F,THREATFOX
38.55.193.28,Intel::ADDR,ABUSE-CH,F,THREATFOX
106.14.116.17,Intel::ADDR,ABUSE-CH,F,THREATFOX
106.14.116.17,Intel::ADDR,ABUSE-CH,F,THREATFOX
111.170.146.244,Intel::ADDR,ABUSE-CH,F,THREATFOX
103.171.35.66,Intel::ADDR,ABUSE-CH,F,THREATFOX
196.251.72.30,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.93.28.93,Intel::ADDR,ABUSE-CH,F,THREATFOX
149.104.29.190,Intel::ADDR,ABUSE-CH,F,THREATFOX
106.75.244.193,Intel::ADDR,ABUSE-CH,F,THREATFOX
193.134.209.170,Intel::ADDR,ABUSE-CH,F,THREATFOX
8.130.121.146,Intel::ADDR,ABUSE-CH,F,THREATFOX
38.60.206.181,Intel::ADDR,ABUSE-CH,F,THREATFOX
212.50.235.174,Intel::ADDR,ABUSE-CH,F,THREATFOX
47.237.153.181,Intel::ADDR,ABUSE-CH,F,THREATFOX
116.196.118.170,Intel::ADDR,ABUSE-CH,F,THREATFOX
156.255.3.247,Intel::ADDR,ABUSE-CH,F,THREATFOX
47.92.164.61,Intel::ADDR,ABUSE-CH,F,THREATFOX
206.206.78.192,Intel::ADDR,ABUSE-CH,F,THREATFOX
178.128.16.72,Intel::ADDR,ABUSE-CH,F,THREATFOX
178.128.16.72,Intel::ADDR,ABUSE-CH,F,THREATFOX
52.254.63.23,Intel::ADDR,ABUSE-CH,F,THREATFOX
170.106.183.46,Intel::ADDR,ABUSE-CH,F,THREATFOX
38.165.22.149,Intel::ADDR,ABUSE-CH,F,THREATFOX
156.244.57.237,Intel::ADDR,ABUSE-CH,F,THREATFOX
156.244.57.237,Intel::ADDR,ABUSE-CH,F,THREATFOX
60.204.156.171,Intel::ADDR,ABUSE-CH,F,THREATFOX
60.204.156.171,Intel::ADDR,ABUSE-CH,F,THREATFOX
60.204.156.171,Intel::ADDR,ABUSE-CH,F,THREATFOX
172.174.77.191,Intel::ADDR,ABUSE-CH,F,THREATFOX
103.117.141.137,Intel::ADDR,ABUSE-CH,F,THREATFOX
34.19.22.113,Intel::ADDR,ABUSE-CH,F,THREATFOX
198.46.234.37,Intel::ADDR,ABUSE-CH,F,THREATFOX
170.106.110.135,Intel::ADDR,ABUSE-CH,F,THREATFOX
43.154.153.115,Intel::ADDR,ABUSE-CH,F,THREATFOX
89.248.165.43,Intel::ADDR,ABUSE-CH,F,THREATFOX
112.213.108.254,Intel::ADDR,ABUSE-CH,F,THREATFOX
1.13.175.24,Intel::ADDR,ABUSE-CH,F,THREATFOX
96.9.213.147,Intel::ADDR,ABUSE-CH,F,THREATFOX
47.104.144.135,Intel::ADDR,ABUSE-CH,F,THREATFOX
62.60.232.219,Intel::ADDR,ABUSE-CH,F,THREATFOX
64.226.118.5,Intel::ADDR,ABUSE-CH,F,THREATFOX
106.75.164.237,Intel::ADDR,ABUSE-CH,F,THREATFOX
137.220.146.252,Intel::ADDR,ABUSE-CH,F,THREATFOX
103.103.46.3,Intel::ADDR,ABUSE-CH,F,THREATFOX
107.174.81.24,Intel::ADDR,ABUSE-CH,F,THREATFOX
8.138.232.131,Intel::ADDR,ABUSE-CH,F,THREATFOX
8.138.232.131,Intel::ADDR,ABUSE-CH,F,THREATFOX
38.207.178.71,Intel::ADDR,ABUSE-CH,F,THREATFOX
47.90.157.82,Intel::ADDR,ABUSE-CH,F,THREATFOX
138.197.83.165,Intel::ADDR,ABUSE-CH,F,THREATFOX
138.197.83.165,Intel::ADDR,ABUSE-CH,F,THREATFOX
62.113.119.115,Intel::ADDR,ABUSE-CH,F,THREATFOX
103.164.81.113,Intel::ADDR,ABUSE-CH,F,THREATFOX
107.175.206.29,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.147.36.240,Intel::ADDR,ABUSE-CH,F,THREATFOX
74.226.206.60,Intel::ADDR,ABUSE-CH,F,THREATFOX
74.226.206.60,Intel::ADDR,ABUSE-CH,F,THREATFOX
192.252.179.70,Intel::ADDR,ABUSE-CH,F,THREATFOX
44.203.69.229,Intel::ADDR,ABUSE-CH,F,THREATFOX
192.3.166.110,Intel::ADDR,ABUSE-CH,F,THREATFOX
68.64.176.174,Intel::ADDR,ABUSE-CH,F,THREATFOX
62.84.99.7,Intel::ADDR,ABUSE-CH,F,THREATFOX
120.24.169.38,Intel::ADDR,ABUSE-CH,F,THREATFOX
107.173.127.60,Intel::ADDR,ABUSE-CH,F,THREATFOX
166.88.61.175,Intel::ADDR,ABUSE-CH,F,THREATFOX
206.119.175.65,Intel::ADDR,ABUSE-CH,F,THREATFOX
206.119.175.65,Intel::ADDR,ABUSE-CH,F,THREATFOX
206.119.175.65,Intel::ADDR,ABUSE-CH,F,THREATFOX
45.205.25.125,Intel::ADDR,ABUSE-CH,F,THREATFOX
217.60.248.134,Intel::ADDR,ABUSE-CH,F,THREATFOX
196.251.71.15,Intel::ADDR,ABUSE-CH,F,THREATFOX
185.28.119.238,Intel::ADDR,ABUSE-CH,F,THREATFOX
188.127.227.151,Intel::ADDR,ABUSE-CH,F,THREATFOX
106.75.143.154,Intel::ADDR,ABUSE-CH,F,THREATFOX
205.209.59.130,Intel::ADDR,ABUSE-CH,F,THREATFOX
89.238.132.196,Intel::ADDR,ABUSE-CH,F,THREATFOX
8.155.166.46,Intel::ADDR,ABUSE-CH,F,THREATFOX
8.155.166.46,Intel::ADDR,ABUSE-CH,F,THREATFOX
192.3.249.144,Intel::ADDR,ABUSE-CH,F,THREATFOX
106.54.186.188,Intel::ADDR,ABUSE-CH,F,THREATFOX
222.186.41.86,Intel::ADDR,ABUSE-CH,F,THREATFOX
47.110.135.154,Intel::ADDR,ABUSE-CH,F,THREATFOX
144.172.100.8,Intel::ADDR,ABUSE-CH,F,THREATFOX
165.154.224.126,Intel::ADDR,ABUSE-CH,F,THREATFOX
192.3.39.166,Intel::ADDR,ABUSE-CH,F,THREATFOX
192.3.39.166,Intel::ADDR,ABUSE-CH,F,THREATFOX
86.106.85.179,Intel::ADDR,ABUSE-CH,F,THREATFOX
1.92.98.86,Intel::ADDR,ABUSE-CH,F,THREATFOX
43.164.131.90,Intel::ADDR,ABUSE-CH,F,THREATFOX
174.138.18.229,Intel::ADDR,ABUSE-CH,F,THREATFOX
183.0.214.235,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.131.150.106,Intel::ADDR,ABUSE-CH,F,THREATFOX
47.92.153.15,Intel::ADDR,ABUSE-CH,F,THREATFOX
137.220.134.251,Intel::ADDR,ABUSE-CH,F,THREATFOX
124.160.46.2,Intel::ADDR,ABUSE-CH,F,THREATFOX
113.44.146.218,Intel::ADDR,ABUSE-CH,F,THREATFOX
8.148.217.77,Intel::ADDR,ABUSE-CH,F,THREATFOX
34.121.64.219,Intel::ADDR,ABUSE-CH,F,THREATFOX
8.134.145.68,Intel::ADDR,ABUSE-CH,F,THREATFOX
35.75.20.161,Intel::ADDR,ABUSE-CH,F,THREATFOX
64.176.227.26,Intel::ADDR,ABUSE-CH,F,THREATFOX
118.178.253.148,Intel::ADDR,ABUSE-CH,F,THREATFOX
34.176.175.230,Intel::ADDR,ABUSE-CH,F,THREATFOX
93.183.106.175,Intel::ADDR,ABUSE-CH,F,THREATFOX
93.183.106.175,Intel::ADDR,ABUSE-CH,F,THREATFOX
178.128.93.1,Intel::ADDR,ABUSE-CH,F,THREATFOX
178.128.93.1,Intel::ADDR,ABUSE-CH,F,THREATFOX
178.128.93.1,Intel::ADDR,ABUSE-CH,F,THREATFOX
107.172.43.189,Intel::ADDR,ABUSE-CH,F,THREATFOX
23.27.99.198,Intel::ADDR,ABUSE-CH,F,THREATFOX
112.213.108.209,Intel::ADDR,ABUSE-CH,F,THREATFOX
120.55.64.133,Intel::ADDR,ABUSE-CH,F,THREATFOX
89.22.231.4,Intel::ADDR,ABUSE-CH,F,THREATFOX
89.22.231.4,Intel::ADDR,ABUSE-CH,F,THREATFOX
167.172.91.48,Intel::ADDR,ABUSE-CH,F,THREATFOX
192.253.229.88,Intel::ADDR,ABUSE-CH,F,THREATFOX
38.54.40.178,Intel::ADDR,ABUSE-CH,F,THREATFOX
61.135.130.177,Intel::ADDR,ABUSE-CH,F,THREATFOX
61.135.130.177,Intel::ADDR,ABUSE-CH,F,THREATFOX
20.159.97.241,Intel::ADDR,ABUSE-CH,F,THREATFOX
44.204.84.131,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.92.151.60,Intel::ADDR,ABUSE-CH,F,THREATFOX
47.111.18.12,Intel::ADDR,ABUSE-CH,F,THREATFOX
43.135.51.12,Intel::ADDR,ABUSE-CH,F,THREATFOX
20.109.17.175,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.88.132.211,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.134.76.174,Intel::ADDR,ABUSE-CH,F,THREATFOX
218.30.103.182,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.84.118.244,Intel::ADDR,ABUSE-CH,F,THREATFOX
101.42.18.115,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.90.8.174,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.130.254.238,Intel::ADDR,ABUSE-CH,F,THREATFOX
82.156.200.222,Intel::ADDR,ABUSE-CH,F,THREATFOX
49.232.105.190,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.209.115.198,Intel::ADDR,ABUSE-CH,F,THREATFOX
61.135.130.191,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.80.217.91,Intel::ADDR,ABUSE-CH,F,THREATFOX
34.227.20.238,Intel::ADDR,ABUSE-CH,F,THREATFOX
172.93.189.159,Intel::ADDR,ABUSE-CH,F,THREATFOX
52.91.194.37,Intel::ADDR,ABUSE-CH,F,THREATFOX
44.201.145.75,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.90.189.11,Intel::ADDR,ABUSE-CH,F,THREATFOX
45.204.213.197,Intel::ADDR,ABUSE-CH,F,THREATFOX
1.117.72.154,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.206.236.43,Intel::ADDR,ABUSE-CH,F,THREATFOX
47.92.78.30,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.16.154.134,Intel::ADDR,ABUSE-CH,F,THREATFOX
101.126.91.145,Intel::ADDR,ABUSE-CH,F,THREATFOX
46.30.190.60,Intel::ADDR,ABUSE-CH,F,THREATFOX
34.228.26.77,Intel::ADDR,ABUSE-CH,F,THREATFOX
107.23.135.65,Intel::ADDR,ABUSE-CH,F,THREATFOX
183.0.214.114,Intel::ADDR,ABUSE-CH,F,THREATFOX
50.17.235.221,Intel::ADDR,ABUSE-CH,F,THREATFOX
44.222.238.0,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.209.5.40,Intel::ADDR,ABUSE-CH,F,THREATFOX
218.30.103.189,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.93.152.202,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.206.162.157,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.146.186.123,Intel::ADDR,ABUSE-CH,F,THREATFOX
103.39.213.189,Intel::ADDR,ABUSE-CH,F,THREATFOX
20.63.52.80,Intel::ADDR,ABUSE-CH,F,THREATFOX
62.11.131.58,Intel::ADDR,ABUSE-CH,F,THREATFOX
18.197.151.216,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.161.84.38,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.85.18.9,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.197.201.106,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.88.52.64,Intel::ADDR,ABUSE-CH,F,THREATFOX
20.33.10.70,Intel::ADDR,ABUSE-CH,F,THREATFOX
110.92.65.18,Intel::ADDR,ABUSE-CH,F,THREATFOX
196.251.118.105,Intel::ADDR,ABUSE-CH,F,THREATFOX
88.235.98.224,Intel::ADDR,ABUSE-CH,F,THREATFOX
151.59.138.197,Intel::ADDR,ABUSE-CH,F,THREATFOX
151.59.138.197,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.29.139.89,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.29.139.89,Intel::ADDR,ABUSE-CH,F,THREATFOX
96.38.88.210,Intel::ADDR,ABUSE-CH,F,THREATFOX
96.38.88.210,Intel::ADDR,ABUSE-CH,F,THREATFOX
117.254.96.175,Intel::ADDR,ABUSE-CH,F,THREATFOX
117.254.96.175,Intel::ADDR,ABUSE-CH,F,THREATFOX
27.207.94.233,Intel::ADDR,ABUSE-CH,F,THREATFOX
27.207.94.233,Intel::ADDR,ABUSE-CH,F,THREATFOX
81.70.48.218,Intel::ADDR,ABUSE-CH,F,THREATFOX
81.70.48.218,Intel::ADDR,ABUSE-CH,F,THREATFOX
51.75.85.20,Intel::ADDR,ABUSE-CH,F,THREATFOX
51.75.85.20,Intel::ADDR,ABUSE-CH,F,THREATFOX
82.153.241.186,Intel::ADDR,ABUSE-CH,F,THREATFOX
82.153.241.186,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.131.130.193,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.131.130.193,Intel::ADDR,ABUSE-CH,F,THREATFOX
47.121.28.203,Intel::ADDR,ABUSE-CH,F,THREATFOX
47.121.28.203,Intel::ADDR,ABUSE-CH,F,THREATFOX
143.244.214.49,Intel::ADDR,ABUSE-CH,F,THREATFOX
143.244.214.49,Intel::ADDR,ABUSE-CH,F,THREATFOX
37.252.21.29,Intel::ADDR,ABUSE-CH,F,THREATFOX
37.252.21.29,Intel::ADDR,ABUSE-CH,F,THREATFOX
118.122.8.157,Intel::ADDR,ABUSE-CH,F,THREATFOX
118.122.8.157,Intel::ADDR,ABUSE-CH,F,THREATFOX
220.76.133.55,Intel::ADDR,ABUSE-CH,F,THREATFOX
220.76.133.55,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.153.71.193,Intel::ADDR,ABUSE-CH,F,THREATFOX
54.153.71.193,Intel::ADDR,ABUSE-CH,F,THREATFOX
2.140.183.49,Intel::ADDR,ABUSE-CH,F,THREATFOX
2.140.183.49,Intel::ADDR,ABUSE-CH,F,THREATFOX
92.187.178.71,Intel::ADDR,ABUSE-CH,F,THREATFOX
92.187.178.71,Intel::ADDR,ABUSE-CH,F,THREATFOX
37.13.22.227,Intel::ADDR,ABUSE-CH,F,THREATFOX
37.13.22.227,Intel::ADDR,ABUSE-CH,F,THREATFOX
51.44.163.75,Intel::ADDR,ABUSE-CH,F,THREATFOX
51.44.163.75,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.84.110.31,Intel::ADDR,ABUSE-CH,F,THREATFOX
3.84.110.31,Intel::ADDR,ABUSE-CH,F,THREATFOX
104.233.252.12,Intel::ADDR,ABUSE-CH,F,THREATFOX
104.233.252.12,Intel::ADDR,ABUSE-CH,F,THREATFOX
64.176.56.179,Intel::ADDR,ABUSE-CH,F,THREATFOX
64.176.56.179,Intel::ADDR,ABUSE-CH,F,THREATFOX
104.233.252.15,Intel::ADDR,ABUSE-CH,F,THREATFOX
104.233.252.15,Intel::ADDR,ABUSE-CH,F,THREATFOX
31.57.33.95,Intel::ADDR,ABUSE-CH,F,THREATFOX
31.57.33.95,Intel::ADDR,ABUSE-CH,F,THREATFOX
104.233.252.28,Intel::ADDR,ABUSE-CH,F,THREATFOX
104.233.252.28,Intel::ADDR,ABUSE-CH,F,THREATFOX
176.113.82.154,Intel::ADDR,ABUSE-CH,F,THREATFOX
176.113.82.154,Intel::ADDR,ABUSE-CH,F,THREATFOX
45.89.196.164,Intel::ADDR,ABUSE-CH,F,THREATFOX
45.89.196.164,Intel::ADDR,ABUSE-CH,F,THREATFOX
103.214.6.111,Intel::ADDR,ABUSE-CH,F,THREATFOX
103.214.6.111,Intel::ADDR,ABUSE-CH,F,THREATFOX
132.145.75.68,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
94.49.175.239,Intel::ADDR,ABUSE-CH,F,THREATFOX
